accession	gtdb_taxonomy
GB_GCA_038245195.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__JAIFWC01;s__JAIFWC01 sp038245195
GB_GCA_927910745.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp927910745
GB_GCA_963841325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAVPPA01;s__CAVPPA01 sp963841325
GB_GCA_036787835.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DAIQON01;s__DAIQON01 sp036787835
GB_GCA_964575635.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp964575635
GB_GCA_001790455.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JANWIN01;g__2-02-FULL-47-12;s__2-02-FULL-47-12 sp001790455
GB_GCA_937936045.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp937936045
GB_GCA_003022365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__QS-5-54-17;f__QS-5-54-17;g__QS-5-54-17;s__QS-5-54-17 sp003022365
GB_GCA_963545055.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus nanoralicus_A
GB_GCA_964535365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAZHVB01;f__CAZHVB01;g__CAZHVB01;s__CAZHVB01 sp964535365
GB_GCA_035564035.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp035564035
GB_GCA_041738725.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA7683;g__JAGOUG01;s__JAGOUG01 sp041738725
GB_GCA_021811685.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp021811685
GB_GCA_964523355.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964523355
GB_GCA_010202465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp010202465
GB_GCA_020854115.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__GCA-016700035;g__JADZGC01;s__JADZGC01 sp020854115
GB_GCA_963623365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp963623365
GB_GCA_964617685.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JAYSZA01;s__JAYSZA01 sp964617685
RS_GCF_022819365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp022819365
GB_GCA_041744275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JBGTLD01;g__JBGTLD01;s__JBGTLD01 sp041744275
GB_GCA_049289035.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAPUDQ01;s__JAPUDQ01 sp049289035
GB_GCA_038317375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQMS01;g__JBBQBM01;s__JBBQBM01 sp038317375
RS_GCF_021222645.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp021222645
GB_GCA_964480675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2112;s__UBA2112 sp964480675
GB_GCA_017464135.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017464135
GB_GCA_937974295.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp937974295
GB_GCA_948623715.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp948623715
GB_GCA_937863415.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp937863415
GB_GCA_049656505.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp049656505
GB_GCA_937981355.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp937981355
GB_GCA_946893605.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp946893605
GB_GCA_017406745.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017406745
GB_GCA_049296095.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp049296095
GB_GCA_903839515.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAIYEO01;s__CAIYEO01 sp903839515
GB_GCA_049304275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp049304275
GB_GCA_020428315.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAGQNA01;s__JAGQNA01 sp020428315
GB_GCA_015257445.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp015257445
GB_GCA_938046575.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938046575
GB_GCA_947253405.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp947253405
GB_GCA_963517665.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963517665
GB_GCA_963637115.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963637115
GB_GCA_963717365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__2-12-FULL-41-12;g__JALQXV01;s__JALQXV01 sp963717365
GB_GCA_002839415.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp002839415
GB_GCA_019352195.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__JACAFG01;s__JACAFG01 sp019352195
GB_GCA_035545275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DASZYT01;s__DASZYT01 sp035545275
GB_GCA_963525425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963525425
GB_GCA_035480095.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZCD01;s__JAJZCD01 sp035480095
GB_GCA_021809645.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZKE01;s__JAJZKE01 sp021809645
GB_GCA_937906385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp937906385
GB_GCA_036378995.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__DASUVJ01;s__DASUVJ01 sp036378995
GB_GCA_002452155.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__UBA6824;s__UBA6824 sp002452155
GB_GCA_963626095.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963626095
GB_GCA_964577565.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNJ01;g__CAYRRR01;s__CAYRRR01 sp964577565
GB_GCA_009691435.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__SICB01;s__SICB01 sp009691435
GB_GCA_963541395.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963541395
GB_GCA_013333795.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp013333795
GB_GCA_017511685.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017511685
GB_GCA_943354575.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__SICB01;s__SICB01 sp943354575
GB_GCA_963540205.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963540205
GB_GCA_964483035.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAYZZS01;g__CAYZZS01;s__CAYZZS01 sp964483035
GB_GCA_037129535.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp037129535
GB_GCA_903836325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAILQE01;s__CAILQE01 sp903836325
GB_GCA_963532505.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963532505
RS_GCF_022819345.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp022819345
GB_GCA_946638615.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp946638615
RS_GCF_025273655.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Mycosynbacter;s__Mycosynbacter amalyticus
GB_GCA_026395405.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp026395405
GB_GCA_027311865.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp027311865
GB_GCA_905370345.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp905370345
GB_GCA_938033695.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp938033695
GB_GCA_049298775.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2112;s__UBA2112 sp049298775
GB_GCA_009992235.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp009992235
GB_GCA_028289125.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAQGGZ01;s__JAQGGZ01 sp028289125
GB_GCA_035480055.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__DASZAF01;g__DATIIB01;s__DATIIB01 sp035480055
GB_GCA_964512085.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__JAUPVL01;s__JAUPVL01 sp964512085
GB_GCA_038244885.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp038244885
GB_GCA_002350545.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp002350545
GB_GCA_963507075.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp963507075
GB_GCA_964425805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964425805
GB_GCA_966427515.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JARIHD01;s__JARIHD01 sp966427515
GB_GCA_030150485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__SCTI01;g__JASLFZ01;s__JASLFZ01 sp030150485
GB_GCA_937989845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp937989845
GB_GCA_963820105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAWFYI01;s__CAWFYI01 sp963820105
GB_GCA_030429935.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SZUA-359;s__SZUA-359 sp030429935
GB_GCA_963539845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CAMUQR01;s__CAMUQR01 sp963539845
GB_GCA_937930585.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp937930585
GB_GCA_938010415.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938010415
GB_GCA_938038145.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp938038145
GB_GCA_964438085.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CALBGR01;s__CALBGR01 sp964438085
GB_GCA_964643545.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__DAISWP01;s__DAISWP01 sp964643545
GB_GCA_963730375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA6224;s__UBA6224 sp963730375
GB_GCA_041600755.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAXHNE01;g__JAXHNE01;s__JAXHNE01 sp041600755
GB_GCA_030428125.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JAUIBF01;s__JAUIBF01 sp030428125
GB_GCA_036378955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__DASUVM01;s__DASUVM01 sp036378955
GB_GCA_017510445.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017510445
GB_GCA_028289065.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp028289065
GB_GCA_036383395.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp036383395
GB_GCA_050730835.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JBOHNS01;s__JBOHNS01 sp050730835
GB_GCA_035564115.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JACMPA01;s__JACMPA01 sp035564115
GB_GCA_903861015.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp903861015
GB_GCA_002413755.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA4665;s__UBA4665 sp002413755
GB_GCA_964583675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__GCA-016700035;g__GCA-016700035;s__GCA-016700035 sp964583675
GB_GCA_964616505.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__CAZTUU01;s__CAZTUU01 sp964616505
GB_GCA_963800205.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA6224;s__UBA6224 sp963800205
GB_GCA_035329185.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JAGQMY01;s__JAGQMY01 sp035329185
GB_GCA_045603965.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045603965
GB_GCA_035479475.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZCD01;s__JAJZCD01 sp035479475
GB_GCA_015256915.3	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp900555945
GB_GCA_947085525.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JACPYF01;s__JACPYF01 sp947085525
GB_GCA_030855955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACDBH01;g__JALYQY01;s__JALYQY01 sp030855955
GB_GCA_035479875.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp035479875
GB_GCA_963456275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963456275
GB_GCA_903844835.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp903844835
GB_GCA_013333695.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp013333695
GB_GCA_964629815.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__CAZVTA01;s__CAZVTA01 sp964629815
GB_GCA_052034495.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__JADZBC01;g__CAYPSN01;s__CAYPSN01 sp052034495
GB_GCA_023434325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp023434325
GB_GCA_030528355.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SDRW01;s__SDRW01 sp030528355
GB_GCA_013333135.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp013333135
GB_GCA_045536655.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp045536655
GB_GCA_016178135.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACOTW01;g__JACOTW01;s__JACOTW01 sp016178135
GB_GCA_964639505.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAZXDL01;s__CAZXDL01 sp964639505
GB_GCA_937919305.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CALFQW01;s__CALFQW01 sp937919305
GB_GCA_964637185.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__CAZSVP01;s__CAZSVP01 sp964637185
GB_GCA_946548715.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp946548715
GB_GCA_964556125.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp964556125
GB_GCA_964552895.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__DAIDJW01;s__DAIDJW01 sp964552895
GB_GCA_964549525.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CAZJUR01;s__CAZJUR01 sp964549525
GB_GCA_025450135.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JANWHZ01;s__JANWHZ01 sp025450135
GB_GCA_039936495.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp039936495
GB_GCA_013333405.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp013333405
GB_GCA_017447485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017447485
GB_GCA_044233405.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__BJGX01;s__BJGX01 sp044233405
GB_GCA_964392265.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CALMAK01;s__CALMAK01 sp964392265
GB_GCA_030145955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JASLCR01;s__JASLCR01 sp030145955
GB_GCA_017405245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017405245
GB_GCA_946408595.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp946408595
GB_GCA_024402845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp024402845
GB_GCA_947090635.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp947090635
GB_GCA_964590205.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNJ01;g__CAZPVO01;s__CAZPVO01 sp964590205
GB_GCA_045546295.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp045546295
GB_GCA_021800155.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp021800155
GB_GCA_023253175.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JALRHH01;g__JALRHH01;s__JALRHH01 sp023253175
GB_GCA_035478775.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAMLQK01;s__CAMLQK01 sp035478775
GB_GCA_037137935.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AQU-01;g__CALRGT01;s__CALRGT01 sp037137935
GB_GCA_038207115.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZCD01;s__JAJZCD01 sp038207115
GB_GCA_963716565.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__G963716565;s__G963716565 sp963716565
GB_GCA_964518465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964518465
GB_GCA_937858705.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SZUA-359;s__SZUA-359 sp937858705
GB_GCA_030537075.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp030537075
